reshape_time,store_kvcache_time,attn_time,split_time,loadkv_time,prefill_transpose_time,loadkv_time_transpose,maskgen_time,final_reshape_time,overall_attention_time
1.9073486328125e-05,0.0054929256439208984,0.7151699066162109,0,0,0.0008137226104736328,0,0.08720660209655762,9.918212890625e-05,0.7207932472229004
1.71661376953125e-05,0.00011396408081054688,0.004056692123413086,0,0,5.91278076171875e-05,0,0.003721952438354492,3.62396240234375e-05,0.0042340755462646484
1.2874603271484375e-05,9.322166442871094e-05,0.004019498825073242,0,0,5.125999450683594e-05,0,0.003697633743286133,3.5762786865234375e-05,0.004168510437011719
1.2636184692382812e-05,9.5367431640625e-05,0.0038161277770996094,0,0,5.173683166503906e-05,0,0.003506898880004883,3.409385681152344e-05,0.003964424133300781
1.2874603271484375e-05,9.369850158691406e-05,0.004004001617431641,0,0,5.14984130859375e-05,0,0.0036940574645996094,3.337860107421875e-05,0.004153013229370117
1.1682510375976562e-05,9.202957153320312e-05,0.0038247108459472656,0,0,5.1975250244140625e-05,0,0.0035190582275390625,3.457069396972656e-05,0.003971099853515625
1.2636184692382812e-05,9.489059448242188e-05,0.004045724868774414,0,0,5.316734313964844e-05,0,0.003736257553100586,3.457069396972656e-05,0.004196643829345703
1.239776611328125e-05,9.250640869140625e-05,0.0038123130798339844,0,0,5.14984130859375e-05,0,0.0034804344177246094,3.3855438232421875e-05,0.003958225250244141
1.2159347534179688e-05,9.179115295410156e-05,0.004008769989013672,0,0,5.1975250244140625e-05,0,0.003697633743286133,3.361701965332031e-05,0.004153728485107422
1.2159347534179688e-05,9.274482727050781e-05,0.0037865638732910156,0,0,5.125999450683594e-05,0,0.0034754276275634766,3.457069396972656e-05,0.003932476043701172
1.2636184692382812e-05,9.226799011230469e-05,0.004051685333251953,0,0,5.173683166503906e-05,0,0.003740072250366211,3.337860107421875e-05,0.004196882247924805
1.2874603271484375e-05,0.0001087188720703125,0.003839731216430664,0,0,5.245208740234375e-05,0,0.0035250186920166016,3.337860107421875e-05,0.004001617431640625
1.1920928955078125e-05,9.226799011230469e-05,0.003907442092895508,0,0,5.221366882324219e-05,0,0.003598928451538086,3.314018249511719e-05,0.0040514469146728516
1.2159347534179688e-05,9.274482727050781e-05,0.003717184066772461,0,0,4.887580871582031e-05,0,0.0034127235412597656,3.24249267578125e-05,0.0038611888885498047
1.1205673217773438e-05,8.988380432128906e-05,0.003828763961791992,0,0,4.982948303222656e-05,0,0.0035479068756103516,2.9802322387695312e-05,0.0039670467376708984
1.0728836059570312e-05,8.058547973632812e-05,0.0033636093139648438,0,0,4.5299530029296875e-05,0,0.0030901432037353516,2.956390380859375e-05,0.0034906864166259766
1.0251998901367188e-05,7.915496826171875e-05,0.003466367721557617,0,0,4.482269287109375e-05,0,0.0031919479370117188,2.9087066650390625e-05,0.003590822219848633
1.0251998901367188e-05,8.130073547363281e-05,0.005515575408935547,0,0,4.410743713378906e-05,0,0.0052490234375,2.8848648071289062e-05,0.005641937255859375
1.049041748046875e-05,7.82012939453125e-05,0.011569976806640625,0,0,4.363059997558594e-05,0,0.011300802230834961,2.9325485229492188e-05,0.011693954467773438
1.049041748046875e-05,7.796287536621094e-05,0.011589765548706055,0,0,4.38690185546875e-05,0,0.011298656463623047,2.765655517578125e-05,0.011711359024047852
1.0251998901367188e-05,7.796287536621094e-05,0.011538982391357422,0,0,4.1961669921875e-05,0,0.011276483535766602,2.8848648071289062e-05,0.011661529541015625
9.298324584960938e-06,7.653236389160156e-05,0.011607885360717773,0,0,4.220008850097656e-05,0,0.011345386505126953,2.9087066650390625e-05,0.011729001998901367
1.0251998901367188e-05,7.82012939453125e-05,0.011574745178222656,0,0,4.506111145019531e-05,0,0.011308908462524414,2.8848648071289062e-05,0.01169896125793457
1.049041748046875e-05,7.700920104980469e-05,0.01159214973449707,0,0,4.2438507080078125e-05,0,0.011325597763061523,2.9325485229492188e-05,0.011714696884155273
9.775161743164062e-06,7.939338684082031e-05,0.011575460433959961,0,0,4.410743713378906e-05,0,0.011311769485473633,2.9087066650390625e-05,0.011699199676513672
1.049041748046875e-05,8.058547973632812e-05,0.010897636413574219,0,0,4.506111145019531e-05,0,0.01063227653503418,2.9802322387695312e-05,0.011025667190551758
1.0013580322265625e-05,8.106231689453125e-05,0.011614322662353516,0,0,4.315376281738281e-05,0,0.011349678039550781,2.9802322387695312e-05,0.01174163818359375
1.0728836059570312e-05,7.772445678710938e-05,0.011587142944335938,0,0,4.3392181396484375e-05,0,0.011322498321533203,2.86102294921875e-05,0.011710166931152344
1.3828277587890625e-05,1.9073486328125e-06,0.47921228408813477,8.749961853027344e-05,0.0255124568939209,0,5.626678466796875e-05,0.0031533241271972656,5.269050598144531e-05,0.5081000328063965
1.239776611328125e-05,1.9073486328125e-06,0.0002739429473876953,7.867813110351562e-05,0.0007975101470947266,0,3.3855438232421875e-05,0.003100156784057617,2.86102294921875e-05,0.004336118698120117
1.0013580322265625e-05,1.430511474609375e-06,0.0002644062042236328,7.200241088867188e-05,0.001527547836303711,0,3.123283386230469e-05,0.0031418800354003906,2.9087066650390625e-05,0.0050852298736572266
1.0251998901367188e-05,1.9073486328125e-06,0.0002586841583251953,6.961822509765625e-05,0.0015952587127685547,0,3.0279159545898438e-05,0.002965211868286133,2.9087066650390625e-05,0.0049664974212646484
1.049041748046875e-05,1.9073486328125e-06,0.0002651214599609375,6.842613220214844e-05,0.0015888214111328125,0,3.123283386230469e-05,0.0031557083129882812,2.8848648071289062e-05,0.005156993865966797
1.049041748046875e-05,1.6689300537109375e-06,0.00026297569274902344,6.794929504394531e-05,0.0015964508056640625,0,3.0994415283203125e-05,0.0029897689819335938,2.9087066650390625e-05,0.004996299743652344
1.0251998901367188e-05,1.9073486328125e-06,0.0002646446228027344,6.67572021484375e-05,0.0015997886657714844,0,3.2901763916015625e-05,0.0031850337982177734,2.956390380859375e-05,0.005197286605834961
1.049041748046875e-05,1.6689300537109375e-06,0.00026035308837890625,6.723403930664062e-05,0.0016012191772460938,0,2.956390380859375e-05,0.0029795169830322266,2.86102294921875e-05,0.0049860477447509766
9.5367431640625e-06,1.6689300537109375e-06,0.000263214111328125,6.866455078125e-05,0.0015993118286132812,0,3.24249267578125e-05,0.003236055374145508,2.86102294921875e-05,0.005246877670288086
1.049041748046875e-05,1.6689300537109375e-06,0.00026226043701171875,6.818771362304688e-05,0.0015821456909179688,0,3.0279159545898438e-05,0.002956390380859375,2.8848648071289062e-05,0.00494837760925293
1.0013580322265625e-05,1.6689300537109375e-06,0.00026035308837890625,6.604194641113281e-05,0.001604318618774414,0,2.9802322387695312e-05,0.0031642913818359375,3.0279159545898438e-05,0.005174160003662109
1.049041748046875e-05,1.6689300537109375e-06,0.0002582073211669922,6.771087646484375e-05,0.0015964508056640625,0,2.9087066650390625e-05,0.002982616424560547,2.9087066650390625e-05,0.0049822330474853516
1.0251998901367188e-05,1.6689300537109375e-06,0.0002741813659667969,6.651878356933594e-05,0.0016088485717773438,0,3.123283386230469e-05,0.0031671524047851562,2.956390380859375e-05,0.005197048187255859
1.049041748046875e-05,1.430511474609375e-06,0.0002570152282714844,6.747245788574219e-05,0.0016133785247802734,0,3.0517578125e-05,0.002988100051879883,2.9325485229492188e-05,0.005005359649658203
1.0013580322265625e-05,1.6689300537109375e-06,0.0002646446228027344,6.699562072753906e-05,0.0015990734100341797,0,3.0994415283203125e-05,0.0031790733337402344,2.9325485229492188e-05,0.005188465118408203
1.0013580322265625e-05,1.6689300537109375e-06,0.00025916099548339844,6.794929504394531e-05,0.0015759468078613281,0,3.0279159545898438e-05,0.002981901168823242,2.9325485229492188e-05,0.004962921142578125
1.049041748046875e-05,1.6689300537109375e-06,0.0002586841583251953,6.580352783203125e-05,0.001600503921508789,0,3.0994415283203125e-05,0.003145456314086914,2.8848648071289062e-05,0.005149126052856445
1.0013580322265625e-05,1.430511474609375e-06,0.0002567768096923828,6.842613220214844e-05,0.0015797615051269531,0,3.0517578125e-05,0.002962827682495117,2.86102294921875e-05,0.004945993423461914
1.0251998901367188e-05,1.9073486328125e-06,0.0002624988555908203,6.628036499023438e-05,0.0015919208526611328,0,3.147125244140625e-05,0.0031480789184570312,2.9087066650390625e-05,0.005149126052856445
1.7881393432617188e-05,1.430511474609375e-06,0.00026297569274902344,6.794929504394531e-05,0.001573801040649414,0,3.1948089599609375e-05,0.0029647350311279297,2.9325485229492188e-05,0.0049571990966796875
1.0251998901367188e-05,1.6689300537109375e-06,0.00025916099548339844,6.794929504394531e-05,0.0015933513641357422,0,3.0517578125e-05,0.003137350082397461,2.956390380859375e-05,0.0051364898681640625
1.0251998901367188e-05,1.6689300537109375e-06,0.0002601146697998047,6.747245788574219e-05,0.0015802383422851562,0,3.2901763916015625e-05,0.0029718875885009766,2.9325485229492188e-05,0.004960775375366211
